785940734859964420	positive
785944260973629440	positive
785956771051540480	positive
785959013267673088	positive
785961495234568192	positive
785978193010458624	positive
785981085196886016	positive
785990555218083844	positive
785992999868203008	positive
784465829572276224	positive
784466153271881728	positive
784467190279987200	positive
784474361617125376	positive
784475688879489028	positive
784477017429467136	positive
784478524254150656	positive
784478779997577216	positive
784480368791523328	positive
784481100961832960	positive
784485376127799296	positive
784494340588511233	positive
784498298447138816	positive
784513716012351488	positive
784519305924927490	positive
784521780396453889	positive
784528615207792641	positive
784533898504044546	positive
784536177416298498	positive
784568790898147332	positive
784571678915436544	positive
784626405967560705	positive
784630898868232193	positive
784638405330235392	positive
784657613938102272	positive
784660636995313664	positive
784690712621248512	positive
784697578784976896	positive
784707757203156992	positive
784710709435326464	positive
784714784486879232	positive
784718730844569600	positive
784720285333352448	positive
784728898726682624	positive
784750031828033536	positive
784750051310596096	positive
784752609643069440	positive
784754223531618304	positive
784755833515208704	positive
784779045737291778	positive
784787634535084033	positive
784811188496527361	positive
784819842167832577	positive
784833973277040644	positive
784843958535020544	positive
784846219462017026	positive
784877075991781376	positive
784987771383537664	positive
784987997687152640	positive
785019354001903616	positive
785024115631677440	positive
785084409275883520	positive
785149343741382656	positive
785178085847162880	positive
785180978797043712	positive
785183592573968384	positive
785185309277519872	positive
785190251836936192	positive
785191385779544064	positive
785230847603605504	positive
785252701970006017	positive
785363568740958208	positive
785384151352483840	positive
785395607523516416	positive
785397893897265152	positive
785416243750834176	positive
785427517851242496	positive
785427664609959936	positive
785441036676005888	positive
785442644482781184	positive
785443623345254404	positive
785444685363970048	positive
785450131017588736	positive
785450152064606208	positive
785461198510841856	positive
785471986738823168	positive
785472019538317313	positive
785477597551550464	positive
785488509163503616	positive
785501073163296768	positive
785516916882477056	positive
785536623375155200	positive
785537251874865152	positive
785547691015147520	positive
785571869378371584	positive
785584460972580864	positive
785588512552849408	positive
785621742190559232	positive
785740672007606273	positive
785758047008415745	positive
785799882850332672	positive
785802934655324160	positive
785833672465321984	positive
785863233433395200	positive
785865258888007681	positive
785902809430396928	positive
785906605397245957	positive
785932209584824320	positive
785940795056611328	positive
785943099918934016	positive
785630082551451648	positive
785630135592620032	positive
785630152487297024	positive
785630229528182784	positive
785630255901970432	positive
785630294741311488	positive
785630329587527681	positive
785630389931020288	positive
785630391063445504	positive
785630405529591808	positive
785630479496216577	positive
785630485410156545	positive
785630522345152512	positive
785630538824609796	positive
785630545933918209	positive
785630553060114433	positive
785630560320389124	positive
785630560987312128	positive
785630562321129472	positive
785630593006628866	positive
785630635285213184	positive
785630754315403264	positive
785630768961843200	positive
785630784723914753	positive
785630804806344704	positive
785630821084459008	positive
785630973341868032	positive
785992511324127233	positive
785992512406249472	positive
785992528193523712	positive
785992573592670208	positive
785992580140003328	positive
785992602457935872	positive
785992602642419712	positive
785992606438350849	positive
785992616185892865	positive
785992621810388992	positive
785992648133869568	positive
785992648402333696	positive
785992652558835712	positive
785992662356750336	positive
785992669868789760	positive
785992675115892738	positive
785992689246408704	positive
785992721362223104	positive
785992723312631809	positive
785992726596710400	positive
785992734620409856	positive
785992742950141952	positive
785992765490552832	positive
785992792166305792	positive
785992805479018496	positive
785992807982985217	positive
785992811200077825	positive
785992822923075584	positive
785992835728281601	positive
785992847438864384	positive
785992862043402241	positive
785992871031603200	positive
785992884130643970	positive
785992887729328128	positive
785992895031603200	positive
785992913025196033	positive
785992913817899012	positive
785992933396848640	positive
785992942020235265	positive
785992945388359684	positive
785992953642745856	positive
785992958579474432	positive
785992968775802880	positive
785992978733096961	positive
785992980733759488	positive
785992985179746304	positive
785993000547708930	positive
785993000975409152	positive
785993003508916224	positive
785993020793643008	positive
785993022756585474	positive
785993041521803264	positive
785993073306329088	positive
785993075294363648	positive
785993083045421057	positive
785993090687496192	positive
785993094659510272	positive
785993124875235332	positive
785993137080721409	positive
785993151135772672	positive
785993177648037888	positive
785993181917745152	positive
785993198636306432	positive
785993253405487104	positive
785993254630199297	positive
785993263861927936	positive
785993288398536708	positive
785993297366028288	positive
785993310884270080	positive
785993326000570368	positive
785993334686744578	positive
785993347785785344	positive
785993360624476160	positive
785441291500920832	positive
785446146944671745	positive
785446486595211264	positive
785458765839597568	positive
785463577662615552	positive
785468603604824064	positive
785478231269007360	positive
785478961757315072	positive
785492488723243008	positive
785493666521554944	positive
785500768455516160	positive
785513263719145475	positive
785514997602455552	positive
785515234773594113	positive
785522849582837760	positive
785525649003937792	positive
785535020027015169	positive
785535426446647296	positive
785536562713034753	positive
785536756556894212	positive
785536931333627904	positive
785538860176531456	positive
785539021921542144	positive
785543239084417028	positive
785547114306830336	positive
785548412611596289	positive
785553599178874881	positive
785561908359421952	positive
785562807295176704	positive
785563691253202944	positive
785576800227299328	positive
785588726571425792	positive
785591673032146944	positive
785597966816075777	positive
785598736202334208	positive
785599680663080960	positive
785611810598690816	positive
785622491049918464	positive
785633610875281408	positive
785637934028447744	positive
785638764085407744	positive
785643641310158848	positive
785644655346065408	positive
785648042674225152	positive
785649626254811136	positive
785664522765959169	positive
785669446417416193	positive
785680138990215168	positive
785701270057316352	positive
785717413232926720	positive
785723420134805504	positive
785733847740772352	positive
785743595668172800	positive
785761768689762304	positive
785767072425009152	positive
785776682586234880	positive
785793951869636609	positive
785797069843861504	positive
785800058352664580	positive
785804060406452224	positive
785805251752394752	positive
785809144284676096	positive
785810653026148352	positive
785816686972792832	positive
785825599080239104	positive
785826448602980353	positive
785840298257702912	positive
785849124771995648	positive
785854824646606848	positive
785864242058625024	positive
785865714594877440	positive
785870460894535680	positive
785872011587379200	positive
785886356824268800	positive
785888358044237824	positive
785888939211128832	positive
785889106811322368	positive
785891185172869120	positive
785892394977878017	positive
785892892145573888	positive
785895855152783361	positive
785897878250196993	positive
785898958845452288	positive
785906365881577472	positive
785914268587876353	positive
785918314736410624	positive
785921598637375488	positive
785923334152355840	positive
785925178240925698	positive
785926541037436928	positive
785927967310548992	positive
785945548205486084	positive
785948102360465408	positive
785953951329812480	positive
785968575513329665	positive
785975448320806912	positive
785976614928678913	positive
785978825104580608	positive
785981529482723328	positive
785990429984436224	positive
782358788988862464	positive
782366950722772992	positive
782377859688062976	positive
782434923541991424	positive
782450934945312768	positive
782475138650505218	positive
782529201450717184	positive
782536230894440448	positive
782574331066982400	positive
782584603978698752	positive
782594028885929986	positive
782605883360542720	positive
782628961226403843	positive
782667172837486593	positive
782697805035036672	positive
782787142963585024	positive
782796244053811201	positive
782862380619399169	positive
782869046408667136	positive
782904239270064128	positive
782935682889187328	positive
783006838669340672	positive
783033505752186880	positive
783078605735755776	positive
783109696458727425	positive
783113739323203584	positive
783116455944523776	positive
783154624924712964	positive
783167708103897088	positive
783167923309469696	positive
783187060324724736	positive
783243930255159296	positive
783256455092789249	positive
783272638940450816	positive
783289914087600128	positive
783305970533433345	positive
783308476227395584	positive
783333482793664512	positive
783390981865480192	positive
783393454768414720	positive
783426787330105344	positive
783448854725169153	positive
784167328778977281	positive
784178875047837701	positive
784512920541597697	positive
784518894782414848	positive
784541840573861888	positive
784543156171833344	positive
784830743532990464	positive
784831235017367552	positive
784843176762834944	positive
784860733469290496	positive
784875277327499264	positive
784878105622155265	positive
784881124489199616	positive
784881908668833792	positive
784887151334924288	positive
784887235040641025	positive
785093661482704900	positive
785096247573176320	positive
785118029277458432	positive
785144657407868929	positive
785153063141138432	positive
785175213541425153	positive
785181588787191809	positive
785225263567212544	positive
785246170473984000	positive
785250630675890177	positive
785252767459864576	positive
785254708839604228	positive
785264641727467520	positive
785473040587059200	positive
785475457626083332	positive
785476024985411584	positive
785480730403012608	positive
785481529120190464	positive
785490341654847488	positive
785495014604410880	positive
785499513024712704	positive
785505604009877508	positive
785508709262880768	positive
785524354494889985	positive
785556124904947712	positive
785561052931059712	positive
785565727059218432	positive
785566891251081216	positive
785573159571423232	positive
785579201688633344	positive
785581654484156416	positive
785595918917795840	positive
785598934831931392	positive
785607673727320064	positive
785625885630160896	positive
785937535490924544	positive
785964377627303936	positive
785973653091614720	positive
785975814110191616	positive
785982598824726528	positive
785982650066632704	positive
785986810136539136	positive
784825750612353025	positive
784829921298419712	positive
784861756917223425	positive
784863735987011584	positive
784866192976674817	positive
784869940432076800	positive
784877761101860864	positive
784881386649976832	positive
784886004087939074	positive
784891485615513600	positive
784896257206681600	positive
784900452882194436	positive
785147540366823428	positive
785148972054769664	positive
785150194497257473	positive
785160202404237312	positive
785163666014478338	positive
785164177983823872	positive
785167277603885056	positive
785168952716562432	positive
785171404102721537	positive
785177339147657216	positive
785184871023075329	positive
785189132243001344	positive
785191198973685762	positive
785192187453513728	positive
785193648367374336	positive
785195876427923456	positive
785197131711721472	positive
785201374564786177	positive
785206085296816128	positive
785221632570826753	positive
785223356891144193	positive
785224010925826052	positive
785239855307616256	positive
785240894182158336	positive
785241899158437889	positive
785242033300578304	positive
785242365833441281	positive
785295045222170624	positive
785310048528527360	positive
785310767218384897	positive
785322728270290944	positive
785326685709361152	positive
785350069457387520	positive
785353535101689856	positive
785409285937324032	positive
785419433426681856	positive
785422191261257728	positive
785425144667860992	positive
785440800347783172	positive
785440882719879168	positive
785447640091680768	positive
785449983751364608	positive
785450465433620480	positive
785460963642318848	positive
785477591826243585	positive
785482838594482176	positive
785497497737302016	positive
785510476499288065	positive
785517119991586816	positive
785519277470253056	positive
785520528178221057	positive
785528888944390144	positive
785530315251019776	positive
785533203658317824	positive
785550500188020736	positive
785560054179192832	positive
785563239077834752	positive
785578237317435392	positive
785599638787227648	positive
785613651441020928	positive
785616377759531008	positive
785620198330105857	positive
785622767907418113	positive
785652421041192965	positive
785692362387390464	positive
785732312835194880	positive
785751386080378880	positive
785755077998936065	positive
785780054672441345	positive
785780500115755008	positive
785780588955389953	positive
785789564476469248	positive
785811094925377536	positive
785823638452838400	positive
785837685919346688	positive
785842423129866240	positive
785859435306577921	positive
785864037703770116	positive
785890710071418880	positive
785898938180055040	positive
785907786047561728	positive
785916061602439168	positive
785921754971725824	positive
785923681432117248	positive
785924823860076544	positive
785929366756655104	positive
785951682467246080	positive
785982633666875392	positive
