,id,sentiment,tweet,label
36,633594289029808128,negative, Heard you are a software company Why then is most of your software so bad that it has to be replaced by rd party aps,-1
37,633628599271190528,positive, We already knew the media march in ideological lockstep but it is nice of him to show it,1
38,633694793852407808,positive,PAX Prime Thursday is overloaded for me with and Nintendo indie events going down Also cider p,1
39,633757225945665537,positive,I traveled to Redmond today Im visiting with enginers tomorow at their invitation Feling excited,1
40,634005885371711489,positive,Have you heard the news Our next metup is on September th with Ryan Bery of RSVP now for fre gt ,1
41,634036617632546816,negative, Daily windows updates suck W al the and drones U have working U maybe U guys could get it right the st time,-1
42,634098901025484800,negative,Cal from John helo id like to lok at your computer over the phone Me ok may I ask why your caling about my,-1
43,634107085647511553,positive,Were excited to learn about cloud analytics from tomorow Join us tech rva ,1
44,634169076210733056,positive,Pet adoptions are this Friday thanks to Upgradeyourworld with a new best friend ,1
45,634299598467678208,negative, the phone wil be to tal and bulky and anoying to tolerate use may lose it like has,-1
46,634364883040006144,negative,I thought was retiring the Lumia line to give way to Surface Mobile I gues not ,-1
47,634517732067778561,negative, using Ofice s Bing dictionary type in bound This is the rd picture they show me WTF ,-1
48,634633252020555781,neutral,HERE today gone tomorow but stil here A short note on Nokias patent deals with and ,0
49,634657299680858113,negative, For a limited time What about an eternaly lasting NO amp plz shove Cortana where the sun doesnt shine ,-1
50,634709942088409088,positive,God Friday morning This city is changing Are you with it MenMarch ,1
51,634728738941456384,positive, Register the NACR Skype for Busines event with for Sept th Chevy Chase MD skypeB contactcenter,1
52,634877877725569025,positive,Did you know our LunchampLearns are now open to the public Join us on August with from ,1
53,634921865916452864,negative,Ive just ben told for the th time that my case number wil be escalated to a Level I tech by ,-1
54,634926683284336640,negative,Now Im trying to get to suport online for about the th timem,-1
55,635528136743092224,negative,Spending the day on the phone with This is not how I wanted to spend my Sunday,-1
56,635658548265947136,positive, may just reinvent personal computing via HoloLens Microsoft ,1
57,635795783099387904,positive, congratulations on the th Birth Aniversary of years since weve come to love you amp backward compatibility,1
58,635914448121626624,positive,Loks like may stil be in the handsetsmartphone busines SurfacePhone Windows ,1
59,635976557098573825,positive, FYI Suzane was my st choice b my biographer but GOD made it,1
60,636062553009987584,positive,Enjoying feasibility workshop replacing Cognos with BI th customer in les than a year,1
61,636842896524726273,negative, For the nd time I have ben charged for something I wasnt made aware of Person on the phone didnt care,-1
62,636861074256592896,negative,I hate you u crash more then any other aplication Tho ofice ur close nd U both can share firstplace my dislike day,-1
63,636978321222467584,negative,Apaling experience with helpline hrs on phone amp counting Now on hold to speak th rep so far Not impresed,-1
64,637025180687167488,negative, the lumia cityman loks terible and its blue not Cyan Butons may be to smal Lumia has a superior lok,-1
65,637308387353432064,neutral, plz ad L in the st wave of windows phones releaseplz dont hurt ur diehardfans,0
66,637338158997180416,positive, nothing new under the sun History always repeats Briliant article thanks,1
67,637678387214065664,neutral,have u sugested to that going shopingampdoing the gardening may b a workaroundU cd b on to something ,0
68,637830987108343808,negative,rd rep just hung up on me Absolutely devastated at how customer service treated me wow,-1
69,638219008542535680,negative, may you PLEASE release versions of Windows when its stable Windows is no where near stable,-1
70,638268341052948480,positive,Startup your Monday in the right way Aply our Pitch batle by at jointheUPRISE ,1
71,638390714502619136,neutral,Predictive Analytics with Azure MachineLearning nd ed Now available ,0
72,638497802344091648,neutral, you guys may pis me of with the Xbone but the Windows lock scren facts make brighten my day a lot,0
73,638570993397682177,positive,I cant wait to speak at MSAPC event tomorow then fly to NYC for the wekend amp then INBOUND ,1
74,638618791711084544,positive,Hapy hour at msapc with and friends God luck for tomorows keynote ,1
75,638881767542263808,positive,lvm is the nd release to incorporate contributions from my team at Congrats to al involved ,1
76,638971652546543616,neutral, I may have mised that memo Also about time,0
77,639009525958352896,positive, wil be presenting on the th I wil come we talk about some stuf,1
78,639102028296376320,negative,no dif from with BitLocker at some point platforms should provide data at rest encryption built in ,-1
79,639160139820498944,positive,Every time I use a paperclip I think of Clipy from Word He may have finaly left my scren but he wil never leave my brain,1
80,639352599288877056,neutral, Please have a lok at this link and se if the erors mentioned may corespond to your erors ,0
81,639451183342596096,negative,Why does make it so hard to reset my pasword RIDICULOUS Stil not sure why pasword stoped working in the st place,-1
82,639580199303016448,positive,Al NGONPOs should know about freVERY lowcost software from amp lots more ,1
83,639716079430967296,negative, why is the game evolve only available until Monday on the Xbox one Why dont you just give it to us for fre,-1
84,639820535917092864,positive, God luck to al Pitch Batlers May the best pitch win,1
85,639902509566414848,negative,And Mail Calendar Music and Video aps have ben rewriten for the third time in four years ,-1
86,639935724033339393,positive,Lok I found the st Snapdragon Phone in my stuf from Toshiba and Stil Working ,1
87,640261386417897473,negative, ur company wil give me my pounds plus the cost of the laptop on Monday for what u did to my laptop,-1
88,640510504159584256,positive,Thank you to for inviting us to join them at the IBCShow in Amsterdam next Thursday ,1
89,640668469315403776,negative, sems like may have bit of more than they could chew with the state of W mobile and core aps on mobile amp PC,-1
90,640736865499217920,negative,Hey fuck you I dont have Internet until Thursday and my Xbox one wont even let me sign onto my acount ofline,-1
91,640740939397492736,positive, amp fel in love with the same e Does this make the rd whel ,1
92,640871644844572672,negative, rd time my Lumia handset submited in service Centre in last Months No one is loking into it Ned replacement of my ,-1
93,640987727492722688,positive,Should you upgrade to new OS Windows LunchandLearn in PalmCoast this Wednesday Sept th ,1
94,641024489870987264,positive,Producers Catch me in Dalas Sept th at the event Also at in ATL for the On The Spot Beat Shoping,1
95,641295194583797765,neutral, turns to and to help get Surface into the ofice ,0
96,641372287694823424,positive, I might but Im gona wait a bit to se if they patch it You coming sat,1
97,641382034678661120,negative, Lumia nd you guys havent released a lumia that has a QHD scren or takes video in k resolution yet,-1
98,641626118949326848,positive, patch Tuesday incorporated fixes for security vulnerabilities some with active exploits insane,1
99,641666486793203712,positive,That may just be the most shocking moment of todays ApleEvent doing a demo on the new iPadPro,1
100,630871616575139840,positive, years ago this wekend I saw ACDC at United Center on a Friday and Blink in Tinley the next day it was the best wekend ever,1
101,631201229075533825,neutral,No power at home sat in the dark listening to ACDC in the hope that itl make the electricity come back,0
102,632260719245967360,positive,Take the Highway to Dundas and check out FTATR ACDC cover band on Sat at pm on the Main Stage dundascactus ,1
103,632266628600889344,positive,Cant beat it Friday night no kids a few bers listening to Taylor Swiftno wait I meant ACDC Motorhead,1
104,632293803072729089,positive,Requests for Oasis Steve Miler Band ACDC Big Country amp The Banter Thiefs al make the cut for tomorows MFCLive Playlist,1
105,632358269168807936,positive, yes Il be there Also have ACDC on the th and Buckchery at Starland on the th before the carney,1
106,632362695602245632,positive, Best day on the Gren for me was Aerosmith Foreigner Pat Travers Van Halen ACDC July ,1
107,632393299282661378,negative,Why would anyone want to form a Metalica cover band What is the upsideone day if they are lucky they may open for an ACDC cover band,-1
108,632477400178233344,positive, Also I am of to New York in days to se ACDC my ultimate faves for the th timefolowed by Van Halen the night after,1
109,632557193376587776,positive,Going from ACDC to ABA and back again is quite the mind fuck on a Saturday morning Thank godnes I can handle it ,1
110,632598549872672768,positive,Listening to early live ACDC covering Chuck Bery while driving a black capri with the windows down in the sun Its a god day,1
111,632884348430237696,positive,Helo lovelies again Super Sunday Thai fod ACDC raunchy dancing during warm up you lot and the Boys More season Im a lucky woman,1
112,633367771191971840,positive,ACDC with Vintage Trouble at Gilete Stadium on Sat Limited tix are available at ,1
113,633464854737633280,positive,When you realize clases start the th so the ACDC concert wil be the best concert since Eminem and JayZ thatwasgoat,1
114,633547870327717888,positive,Just turned Hitched from Newcastle to get there Went for ACDC left obsesed with Van Halen Carefre days ,1
115,633662951778557952,positive, Gino is prety damn impresed with Gino for going to se ACDC in Foxborough on Saturday,1
116,633684233005895680,positive,I have extra tickets on the field for the ACDC concert on Saturday night at Gilete Stadium Im loking ,1
117,633837726106841088,positive,BACK IN BLACK by ACDC was no in the UK album charts on August ,1
118,634596962608672768,positive,ACDC wil win rock with Thunderstruck Has not won before but come nd at least once ,1
119,634728000702021632,negative,Red Sox game I have tickets to tonight may get rained out same with ACDC concert tomorow night Somebody give me some god news,-1
120,634733114456166400,positive,Fuck it Closed the job down early to grab a flight to Boston for ACDC concert tomorow Ride the highs of fre money yo LokoutBoston,1
121,634790760408350720,positive,Redit If youre going to ACDC tomorow at Gilete dont forget your Fre Brady shirt ,1
122,634842103588233217,negative,Promised to take my niece to ACDC tomorow So not in the mod now,-1
123,634869623075303424,positive, Right now dont have any for the wekend By Tuesday heading to ACDC concert and then NYC,1
124,634871374897643520,neutral, You going to ACDC tomorow night RockOrBustWorldTour,0
125,634896402594836484,positive, Eric how is the weather for the ACDC concert tomorow night at Gilete loking,1
126,635091272223617024,positive,Surprising my mom with ACDC tickets for Wednesday Just going to show up,1
127,635116963971342337,positive,Siting th row for ACDC tonight Lets go,1
128,635541261332578305,positive,Stil cant believe Im going to se ACDC tomorow,1
129,635619836538822657,positive,Having diner with to plan th anual NY Arab American comedy festival and ACDC walked in But couldnt get a photo,1
130,635858634027724800,positive, planing on ACDC live in Moncton Coming up soner than later in Montreal on the st At the big O,1
131,635952446402072576,positive, I like Scorpions Guns Acdc I downloaded u playing Yesterday cause Cmon its Beatles,1
132,635967581627650048,positive,Angus Youngs cap flew of six songs into ACDCs set on Saturday at Gilete Stadium but the guitarist didnt ,1
133,636287426235924480,positive,I just realized Im seing ACDC tomorow Holy shit Ive waited nearly a year for this,1
134,636333501621661696,positive,This time tomorow ACDC wil be melting my fucking face of along with other faces acdc MetLife,1
135,636380976432680960,positive,Someone se ACDC with me tomorow Il buy your ticket,1
136,636394431940325376,neutral,Whats going on Wednesday ACDC Earth Joseph Arthur Darwin Dez Jason Lescalet Alesia Cara more ,0
137,636396611900321792,positive,I cant even begin to tel you how excited I am to go se ACDC tomorow ,1
138,636518314508976128,positive,The day sure snaps awake when your st tune is Back in Black by ACDC God Wednesday HR HRMusicShare HRPositive,1
139,636542685214437377,positive,Totaly just got reminded Im going to se ACDC on the th Wo,1
140,636927985967349760,neutral,Twets about ACDC establish Ashley Madison hack suspect The hacker behind the recent Ashley Madison leak may ha ,0
141,636928427082317824,neutral,Is there anyone going for ACDC concert on Nov,0
142,636931785054638080,positive,Just turned on my and got The Ronetes folowed by ACDC I just might survive Thursday if this keps up,1
143,636977259736399872,positive,For sale one general admision ticket to ACDC at Downsview Park on September th You wil have the pleasure of ,1
144,637023375987109892,positive,Were excited to anounce that ACDC tribute band Big Jack wil take the main stage at Fal Jam on Sunday September th,1
145,637024446360875008,neutral,What do you listen to when you hit the gym For me its usualy old loud rock KIS ACDC Led Zepelin ,0
146,637081475070844929,positive,ACDC concert coming in September at ford field already got me tickets hel yeah Just ned to find me someone to go with Center stage,1
147,637112539067715584,neutral,Marichalar is probably gona wake me up at AM blasting ACDC tomorow because its game day and oh he plays to tu que sabes,0
148,637211482787287040,positive,Alex Theriault ACDC John and Holy are rockin Al the way to Magnetic Hil to se ACDC on September th ,1
149,637226942668771328,positive, bucket list tour to se ACDC in Otawa Thurs A friends first trip to ONT hes His bucket list I wil webcast ya,1
150,637272224865521664,neutral,Did a love of ACDC just out the identity of Ashley Madisons hacker A love of ACDC may have inadvertently ,0
151,637273940046385152,neutral,ACDC twets raise suspicions about Ashley Madison hackers identity A love of ACDC may have inadvertently o ,0
152,637358551292346368,neutral, remind her she was dancing to ACDC last Sat night,0
153,637452274655211520,positive,Its Friday night at home siping on some Crown Royal Whisky listening to ACDC talking and tweting with friends Life is god,1
154,637599197752098817,neutral,Fly on the Wal Remaster by ACDC CD Jul Epic USA music ,0
155,637809432890576896,positive,I know more about ACDC concerts than Angus Young probably remembers and Im only geting to witnes it live on Monday I just,1
156,637867653139271682,positive, Il be in LA sept for ACDC concert and staying at the Pink Palace Wil be n LA so wil check the place out,1
157,637902049967894529,neutral,The only things I tok from the d concert tonight were that ACDC is going to be in Detroit on September th amp I am stil a piece of trash,0
158,638342141572460544,positive,If ACDC has a realy sucesful show on Thursday they wil get a second show that bumps one of the One Direction shows,1
159,638358086990741504,positive,Monday tiring you down Pump it up with some ACDC cover from the ladies night amp karaoke hosted by KJ amp DJ Martin ,1
160,638370183984222208,positive,Entertainment ACDC rocks the Big O Monday night ,1
161,638374587525238786,positive,Just remembered Im going to se ACDC this Thursday lol,1
162,638545792047972352,positive,ACDC tonightOne Direction on saturday lets get it BigOsBumping,1
163,638683716286464001,positive, This is the field at TD Place as ACDC gets ready to play on Thursday ,1
164,638940182113161216,positive,Les than hours to make your bid for the live auction of tickets to the ACDC concert this Thursday Tickets ,1
165,639122550287671300,positive,Is anyone going to ACDC at Ford field next Tuesday,1
166,639151037094469633,positive,Tickets to se ACDC on the th coming up on JustASec ,1
167,639159279715545089,positive,Young or old rock fan or not you do not wana mis ACDC tomorow supershow ,1
168,639173291958239237,neutral,Ive ben left in the car park May or may not be rocking out to ACDC,0
169,639438669443502080,positive,This Friday Start your Labor Day wekend with some Led Zepelin Aerosmith Van Halen and ACDC LAVA Rock is ,1
170,639457875270742017,positive,Strive Recreational Therapy has a few extra tickets for the ACDC concert at Ford Field Tues September th ,1
171,639537119141175297,positive,In honour of the Big Show wel play nothing but ACDC tonight on our shop sound system Then again because of the Big Show we may not ,1
172,639577639561359360,positive,Theres a couple here the rd row from the stage wearing a tux and long white dres for ACDC Lol ok,1
173,639842757289373696,positive,Buritos with my homegirl Darcy for lunch hangs with and MC Naus tonight ACDC tomorow and a long wekend wining,1
174,640077457257795584,positive,Is anyone else going tointerested in going to se ACDC on Tuesday,1
175,640214000156848128,positive,Its col outside and Ive got ACDC playing inside This is how you adult on a Saturday night,1
176,640242420228222976,positive,I realy wish I was going to se ACDC this Tuesday,1
177,640356107274207232,positive, can you get me back stage for ACDC on Sept th,1
178,640490887861137409,positive,ACDC is rocking out Perths Domain Stadium in November and we want you to be there Listen out for the cue ,1
179,640529937481379841,positive,Anxiously loking forward to ACDC on Tuesday night with Bob Wilson Kyle Wilson and Kelsey Suise Who else is going,1
180,640638429768851456,neutral, the rd didnt have a sound track by ACDC,0
181,640860896282046464,negative,Kinda sucks that the ACDC concert is tomorow cause I cant wait to se them play but I dont want to go to schol,-1
182,640867036328009728,positive,Fun wek aheadholiday todayACDC concert tomorow and of to San Diego on Thursday for the Lions opener on Sundayfuntimes,1
183,640893279605796866,positive,ACDC tomorow at Ford Field Someone is going to be tired on the second day of th grade butitshisfavoriteband m m,1
184,640950156054142977,positive, wish you were at Midway I would have bought you a ber safe travels Edieon way to Detroit for ACDC tomorow night m,1
185,640954164437237760,positive,Only reason im excited for tomorow is the ACDC concert,1
186,640960724215439360,negative,My grandma despises me going to se an ACDC concert tomorow,-1
187,641018928421060608,positive,Lets se VaTechOSU tonight ACDC tomorow night NFL kicks of Thursday am alarms every morning startscholyearofwithnoslep,1
188,641024188124372992,positive,Im going to the ACDC concert tomorow,1
189,641033718275133441,positive,ACDC tomorow with Idek if il be going to schol the next day tbh,1
190,641097610040877056,positive,Someone come se ACDC with me Thursday,1
191,641133565728657408,positive,ACDC with family tomorow night in Detroit Rock City LETS GO,1
192,641188113268641792,positive, yep ACDC tonight at Ford Field then on a plane Thursday to San Diego,1
193,641191685234421760,positive,I cant tel you how much I am loking forward to ACDC concert with my son in December UmOK I can Lots,1
194,641255033636454400,positive,Im going to se ACDC with my dad Thurs night and I only know thunderstruck bc when I played boys hockey we were thunder aka it was our song,1
195,641368361343975424,positive,Lets get thru this Epic Tuesday with TNT ACDC by Carles Badal np on SoundCloud tuesday aftertheholiday,1
196,641605506973306880,negative,Guy Im working with probably disapointed that I dont care hes going to se ACDC tomorow,-1
197,641620412678451200,neutral, What is your fod and drink policy for the ACDC concert tomorow night,0
198,641629245790404608,negative,ACDC is in Toronto tomorow and I cant believe Im gona mis it,-1
199,641638855477731328,positive,I wana go se ACDC so bad on the th,1
200,641182669821358080,negative,A litle woried about Amazon The colection was meant to go up on Saturday but is stil not available,-1
201,641186469944651776,positive, Thanks for sharing this course Gary You may want to check out this blogpost on Amazon ML as wel ,1
202,641198931217547264,positive,AMAZON This amazing company sels anything available under the sun including Cloud Absolute disruption,1
203,641215923362271232,positive,Amazon to Release a Tablet Amazon plans to release a tablet with a inch September Col Tech,1
204,641218935053000704,negative,Eboks in US prices rise due to deal Big publishers with Amazon sales down JanJun v ,-1
205,641235224450338821,positive,Ive just listed this bok for sale on Amazon This is the rd edition revised of a thorough page ,1
206,641237443295973376,negative,May al the items saved for later in your Amazon basket increase in price moderncurses,-1
207,641242217881948160,positive,Watch out for this for Amazon may be nouncing a tablet the HolidaysAmazonTabletsLowCostTablets ,1
208,641243340239994880,neutral, The item may be sold by a number of selers or Amazon directly which could change delivery estimations Do you have a link KW,0
209,641253680365334528,positive,Also The Forsaken Comedy is fre until Friday Pick up From Hel with Love and the sequels from Amazon ,1
210,641256326736314369,positive, saw your post just sent you some donations via Amazon that should be ariving Thursday Kep up your god work,1
211,641256781428183042,positive,Out October on Amazon US amp UK Thanks for the heads up MockingjayPart ,1
212,641262559035830272,positive,Nice The Man in the High Castle wil be on Amazon Instant on November th,1
213,641267504296382464,positive,Mending the Pigy Bank FRE Childrens Kindle eBoks on Amazon September Roundup ,1
214,641268293282623488,positive,DEAL Nexus Drops to at Best Buy To On Friday Amazon cut the price of the Nexus acros the board b ,1
215,641274461530927104,neutral, Ryker the th Carolina Cold Fury Hockey bok is LIVE on Amazon newbok ,0
216,641274744835194880,neutral,Drone DropOfs at Your Dor Wont Hapen until the FA Delivers At a NASA convention in July Amazon Amazon,0
217,641277646056374272,positive,God News wil be releasing us in the US VOD iTunes and Amazon from Oct nd DVD Dec st al under a new title AMOROUS,1
218,641283236929269761,neutral,Im so bored in nd I just bought some stuf on Amazon,0
219,641286935772708870,positive,While software may be eating the world Amazon apears to be eating everything Amazon Prime wil son include fre restaurant delivery,1
220,641287889112928256,positive,Amazon may intro a inch tablet half the price of its curent lowpriced model for the holiday season,1
221,641303378719543296,negative,Aw manMy preordered BluRay copy from Amazon doesnt get here until the thI should have just gone to the store ,-1
222,641307848568344577,negative, paid for Amazon prime nd day my products hasnt arived how does your company resolve thisTels me it wil be here tomorow,-1
223,641309506748682240,positive, Nice to met you on Twiter Anything Amazon travel related you may ned were here ,1
224,641310847470567424,positive,When Aple brings games to ApleTV tomorow it wil mater because unlike OUYA Amazon Razer etc Aple has s of milions of ApleTVs,1
225,641312202528567296,positive,Yes highly recomend Curiosity by Amanda get it on Gogle Play Amazon or other outlets ,1
226,641323600822304768,positive, I ordered it from Amazon should have it by Friday,1
227,641324610580021248,neutral, Hi guys I changed my tarif over to fix and reward sept and it came with a Amazon voucher when wil I receive this ,0
228,641330241965789184,positive,Preview Suite on Amazon and check out the album tomorow urbanartsent smrecords doingjusticeishine ,1
229,641334097328140288,positive, I just ordered several mongose from Amazon Theyl be on my dorstep tomorow morning,1
230,641338069287759873,neutral,Um I maybe spent more money than I should have today ops Wel hopefuly the sphero Amazon order dosnt come until Friday at the very least,0
231,641338441024712705,neutral,New Release September th which is the prequel to Complicated Love Afairs by Yolanda Dumas available on Amazon ,0
232,641342271833534464,neutral,Amazon may sel tablet with inch scren during the Holiday Season ,0
233,641342385348210690,positive, I think youre right Given Amazons advances with Alexa Skils Kit and Echo a rd party Siri API has got to be on the cards,1
234,641350001637982209,negative,ordered my back pack of of Amazon weks ago and it turns out they lost my package and schol starts tomorow sick,-1
235,641351471645089792,neutral,Yuckiest Fod in the Amazon due Thursday,0
236,641357094654885888,positive,Amazon may be coking up a tablet The Internet giant is reportedly working on new Fire tablets for the ,1
237,641357479692009472,positive,I want this And yes Im playing on Amazon instead of reading for clas tomorow Because my head is spining ,1
238,641358180711206915,positive,RT The rd bok in The Vikings Aprentice series has ben released Amazon users get it here amreading,1
239,641361087766528000,neutral, Was going to but then GAME had to go crazy whacko so Il probably se if Amazon stil has the amibo ed in stock tomorow,0
240,641365273417662465,neutral,Anyone used Not sure if a year for next day is worth it Think Amazon may have more choice Col to have option though,0
241,641368424145387521,negative,For anyone who lives in the UK amphas ordered Shays bok from Amazon it isnt available for release day delivery so it wont come on the th,-1
242,641370873757335552,positive,CNET Update Amazon may be coking up a tablet Oh My God Welcome back I mised you so much ,1
243,641372583892422657,positive,Have a iSlide BlckSatn Silvr iPhne case since Aug thru Amazon Love it but pwr btn cover came of day How get a replacmnt case,1
244,641378494757400576,positive, You have to put it on your Easter list Release date is April th You can preorder on Amazon,1
245,641380820180172801,positive,Adventures of Thor Bath Time nd childrens bok coming son to Amazon Its about a cute beagle and bath time ,1
246,641385971460648960,neutral,Ned S but wil probably wait until around Black Friday since it would be just in stores and on Amazon,0
247,641390986367668224,neutral, Amazon rentals Theyl charge you til the end of December but you can extend the time you use it,0
248,641394457871536129,neutral, Amazon released it on Friday It doesnt have in game music though Is it supose to,0
249,641400128612511744,neutral,It was through a rd party seler which I thought to be a trustworthy company as to why I bought it So hoping Amazon can help me out here,0
250,641400681597939712,positive,Amazon PreOrder is Live for Vivid Go PreOrder your copy and have it on your kindle October th Amazon US ,1
251,641403375972552704,neutral, Nice I have the botom two Where have you ben geting yours I paid exorbitant Amazon rd party seler costs for Xenoblade,0
252,641403775442362368,positive,CINCH YOUR SADLE is live on Amazon Only cents until tomorow eveningThank you gift ,1
253,641404820855914496,positive,Hapines cause Amazon just notified me that my Bluray version of Gotham wil be here tomorow,1
254,641405573007708160,positive,Ned a job Amazon wil be on campus tomorow prepared to ofer jobs on the spot pm CST ,1
255,641407598084923393,positive, i just ordered one from Amazon itl be here on Friday lets fucking rOL,1
256,641407753383227393,positive,OMG Se you on Amazon ,1
257,641426301845393412,positive,Somewhere my mother just sat straight up in bed Is thata cowboy hat ARE THERE BABIES INVOLVED she desperately clicks on Amazon,1
258,641426934426013696,positive,Il make these available on Amazon tomorow as wel ,1
259,641437722045890561,negative,Wel one Amazon prime fiasco later my stuf for the game Friday is guaranted to be here ThursdayIm counting on u Amazon,-1
260,641439198021615616,negative, omg i cant use my credit card reward points on preorders and its not available on amazon until the th can u wait,-1
261,641446257173528576,neutral, say I ned u to help me order my jandals tomorow of Amazon Just to make sure I doing it right okay,0
262,641454770897588224,positive,Grady Harp Top Reviewer on Amazon gave my st sophieandscotie bok stars and the nd bok stars chapterboks juvenilefiction,1
263,641462939090817024,positive,Had this new planer on my wish list on Amazon Lets just say its on the way and wil be here Friday ,1
264,641468264413945856,positive,there and I aded quite a few items to my Wish List that they have on Amazon for items I may wana purchase in the futureand earlier,1
265,641469518846496768,neutral, For some reason Amazon ap store had the update on the th or for some reason my mcpe updated to back on the th,0
266,641472127665864704,negative,Amazons refusal to integrate nicely with the Android ecosystem may have ben its undoing in the Fire phone market ,-1
267,641472833076469760,positive, Il check tomorow to se if its on Amazon or Netflix ,1
268,641476313761611776,positive,Amazon is ofering fre two hour shiping or one hour shiping Im going to have to try this out tomorow,1
269,641487529703817216,negative,Author IF Ive EVER reviewed your bok grab a scren cap NOW Amazon may pul it down ,-1
270,641492941454901248,neutral,my uroboros tracking from amazon is diferent i hope that means its coming via the route that wil make it in time for friday delivery,0
271,641497329112059904,neutral, no but about to go to bed bc I may get caled for stlol Its a lot to explainby Ela James Pul it up on Amazon,0
272,641499203730960384,negative,My Amazon package was suposed to be delivered today by pm Gues that means Il get it tomorow before pm,-1
273,641499463316582400,positive,ROSES ARE RED just received its th review on Amazon DOUBLE DIGITS D ,1
274,641503123119341568,negative,Damnit Amazon When you say youre going to ship something on the th I expect it to ship on the th,-1
275,641506752848990208,positive, A impulsively bought a docking station for my laptop cause I neded one and amazon said it would arive tomorow if I ordered now,1
276,641509564937076737,positive, I fel you may have a date with Amazon today,1
277,641510138235367424,negative, You may please check my pending complaint with Amazon for which I write many emails and caled customer care,-1
278,641512481647517696,positive,My birthday is in November Im adicted to Etsy Marshals and Amazon Make it hapen friends D,1
279,641514019304697856,positive,New wish list on Amazon Hoping to get on tomorow during the day ,1
280,641525132738039808,negative, JELY Mine wont be here until Friday because Amazon are tight with shiping dates ,-1
281,641540897243561985,positive,I ordered a GB Nexus from Amazon a couple days ago It just shiped and should be here on Thursday,1
282,641548065040658436,neutral, got Amazon last Thursday got IOS last night but the update isnt showing in Gogle play store yet,0
283,641561756259643393,neutral,TurboKid is already of of Amazon prime for fre NO Bumer man I gues my th watch of it is gona be delayed a bit ,0
284,641566947566616576,positive, Thanks Make sure you snag a copy from Amazon or your local shop so youre ready for isue in November ,1
285,641597227652280320,negative, this is the exact reason why I dont preorder Friday releases from Amazon They always push it back to the Monday delivery,-1
